Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Dec 22 2022 10:22:04,9,2,2,1,0.5,0.899,0.932,0.932,1,0,0.8986,0.9321,0.9321,-0.0336,-0.0614,地理学特别关注[.]的空间分异。
Dec 22 2022 10:22:26,96,1,2,6,2.97,0.945,0.961,0.961,4,1,0.0548,0.0387,0.0387,0.0162,0.0015,地理学的空间刻画有多种形式：  具象的：（1）地图。（2）文字。 计量的：（3）数学表达。（4）数字刻画。 抽象的[.]
Dec 22 2022 10:22:51,92,1,2,3,1.35,0.943,0.961,0.961,3,1,0.0573,0.0388,0.0388,0.0185,0.0018,地理学的空间刻画有多种形式：  具象的：（1）地图。（2）文字。 计量的[.]抽象的：（5）认知（cognitive）刻画。
Dec 23 2022 10:25:02,9,1,2,3,1.39,0.96,0.9,0.9,5,1,0.0403,0.1002,0.1002,-0.0599,-0.0084,地理学特别关注[.]的空间分异。
Dec 23 2022 10:25:07,113,3,10,3,0.35,0.884,0.896,0.896,5,1,0.1161,0.104,0.104,0.0121,0.0027,地理学特别关注地球表层的[.]。
Dec 23 2022 10:25:13,164,2,6,5,0.78,0.917,0.923,0.923,5,1,0.0834,0.0769,0.0769,0.0065,0.001,人文地理学是地理科学中的[.]
Dec 23 2022 10:27:54,150,2,6,11,1.79,0.913,0.921,0.921,5,1,0.0875,0.0786,0.0786,0.0088,0.0015,施吕特尔（O．Schluter，1872―1952）是[.]的创始人。 他认为，地理学者应首先着眼于地球表面可以通过感官觉察到的事物，着眼于这种感觉一景观的整体。 景观是自然和人类社会共同创造的生活空间，他注重从历史的角度来分析景观，探究一个原始景观（在经过人类活动重大改变之前存在的景观）转变成文化景观（人类文化所创造的景观）的过程，这就是地理学的主要任务。
Dec 23 2022 10:28:11,157,2,2,1,0.5,0.909,0.92,0.92,1,0,0.9087,0.9202,0.9202,-0.0115,-0.0209,当代西方人文地理学与前期相比，无论在研究方向还是研究内容、方法上都有一些新的变化，总体来看，它具有以下三大主要特征：  1．理论与哲学方法论的多元化 2．研究方法的不断革新 3．研究内容和方向的[.]趋向
Dec 23 2022 10:31:02,155,2,5,8,1.51,0.905,0.918,0.918,4,1,0.0949,0.0816,0.0816,0.0133,0.0023,为了研究各种尺度的空间和地方，地理学者用许多方法进行空间刻画。  当研究不同尺度的有形现象（例如植被、产业）及其时间过程时，尤其依赖空间刻画。 地理学者还用空间刻画来研究一些无形现象，例如了解环境感知如何影响人们的行为，这就需要用诸如[.]的工具来刻画认知的空间。
Dec 26 2022 11:18:31,9,3,8,10,1.23,0.86,0.897,0.897,5,1,0.1397,0.1026,0.1026,0.0371,0.009,地理学特别关注[.]的空间分异。
Dec 26 2022 11:23:53,217,4,2,4,1.85,0.813,0.846,0.846,1,0,0.8133,0.8458,0.8458,-0.0325,-0.054,地理学具有深厚的[.]，不断提出需要研究的科学问题，遵循一套从观测、度量、实验、假设、证实（或证伪）到理论概括、逻辑推导和实践检验，并不断反馈、往复的科学方法。  地理学紧密联系社会科学，关注人类社会和人类活动，运用多样的社会科学理论和方法，力图揭示不断变化的经济，社会和政治关系，特别注重这些关系的空间组织和空间结构。 .
Dec 26 2022 11:24:17,246,4,2,3,1.4,0.808,0.852,0.852,2,0,0.8077,0.8523,0.8523,-0.0447,-0.0742,[.]直接影响城市的发展形态。 在整个漫长的封建社会中，小农经济是社会的经济基础，然而欧洲与中国在土地所有制上有很大的差别。  中国是地主所有制，地主可通过其代理人向农民征收实物或货币地租，地主阶级尤其是大中地主可以离开农村集中居住在城市，而封建统治的官僚阶级本身即是地主阶级或他们的代表人物。 .
Dec 26 2022 11:24:40,149,5,2,3,1.65,0.759,0.815,0.815,1,0,0.7594,0.8151,0.8151,-0.0557,-0.0877,为了研究各种尺度的空间和地方，地理学者用许多方法进行空间刻画。  当研究不同尺度的[.]（例如植被、产业）及其时间过程时，尤其依赖空间刻画。 地理学者还用空间刻画来研究一些无形现象，例如了解环境感知如何影响人们的行为，这就需要用诸如心智地图（mental map）和心智模型（mental model）的工具来刻画认知的空间。
12月 26 2022 11:44:39,238,4,2,2,1.13,0.797,0.851,0.851,1,0,0.7974,0.8507,0.8507,-0.0532,-0.0877,与区域相近的词有“地区（area）”“地域（temritory），其实质是一致的。  只是“区域”是泛指，而“地区”则是特指，如华东地区。 “区域”范围有大有小，而“地域”一般范围较大，且更强调[.]。 至于“空间”，虽然基本含义也与区域相近，但其范围更抽象、更笼统。
12月 26 2022 11:45:27,157,3,5,7,1.37,0.851,0.725,0.742,4,1,0.149,0.2751,0.2585,-0.1095,-0.0446,当代西方人文地理学与前期相比，无论在研究方向还是研究内容、方法上都有一些新的变化，总体来看，它具有以下三大主要特征：  1．理论与哲学方法论的多元化 2．研究方法的不断革新 3．研究内容和方向的[.]趋向
12月 26 2022 11:45:57,57,5,17,10,0.57,0.767,0.812,0.812,4,1,0.2333,0.1876,0.1876,0.0457,0.0192,地理学的空间刻画有多种形式：  具象的[.]计量的：（3）数学表达。（4）数字刻画。抽象的：（5）认知（cognitive）刻画。
Dec 26 2022 14:22:30,92,4,6,28,4.72,0.818,0.984,0.984,3,1,0.1818,0.016,0.016,0.1658,0.0328,地理学的空间刻画有多种形式：  具象的：（1）地图。（2）文字。 计量的[.]抽象的：（5）认知（cognitive）刻画。
Dec 26 2022 14:23:01,108,5,12,8,0.66,0.761,0.804,0.804,3,1,0.2387,0.1963,0.1963,0.0424,0.0184,为了研究各种尺度的空间和地方，地理学者用许多方法进行空间刻画。  当研究不同尺度的有形现象（例如植被、产业）及其时间过程时，尤其依赖空间刻画。 地理学者还用空间刻画来研究一些[.]，例如了解环境感知如何影响人们的行为，这就需要用诸如心智地图（mental map）和心智模型（mental model）的工具来刻画认知的空间。
Dec 26 2022 14:23:25,255,4,14,4,0.27,0.8,0.838,0.838,5,1,0.2002,0.1621,0.1621,0.038,0.0138,人文地理学是关于人类活动的空间差异和空间组织以及[.]之间相互关系的学科
Dec 26 2022 14:23:49,250,4,14,8,0.54,0.796,0.832,0.832,5,1,0.2042,0.1676,0.1676,0.0367,0.0136,近代人文地理学的研究是个不断探索的过程，不同国家的学者试图从不同角度探讨人类活动与地理环境之间的关系，探究人文地理学的特定研究视角和解释途径，相继形成了 以拉采尔为代表的环境学派， 以白兰士、白吕纳为代表的人地相关学派， 以赫特纳、哈特向为代表的区域学派， 以施吕特尔、索尔为代表的[.]， 极大地充实了人文地理学的研究内涵。
Dec 26 2022 14:25:37,115,4,2,3,1.62,0.792,0.826,0.826,1,0,0.792,0.8263,0.8263,-0.0344,-0.0556,区域分析的主要内容  [.]
Dec 26 2022 14:25:53,239,4,2,1,0.52,0.788,0.827,0.827,2,0,0.7883,0.8272,0.8272,-0.0389,-0.0628,与区域相近的词有“地区（area）”“地域（temritory），其实质是一致的。  只是“区域”是泛指，而“地区”则是特指，如华东地区。 “区域”范围有大有小，而“地域”一般范围较大，且更强调地方性和景观性。 至于“空间”，虽然基本含义也与区域相近，但其范围更[.]。
Dec 26 2022 14:26:20,237,4,2,1,0.5,0.785,0.828,0.828,2,0,0.7849,0.8279,0.8279,-0.043,-0.0694,与区域相近的词有“地区（area）”“地域（temritory），其实质是一致的。  只是“区域”是泛指，而“地区”则是特指，如华东地区。 “区域”范围有大有小，而“地域”一般范围较[.]，且更强调地方性和景观性。 至于“空间”，虽然基本含义也与区域相近，但其范围更抽象、更笼统。
Dec 26 2022 14:28:14,297,3,2,1,0.61,0.831,0.869,0.869,2,0,0.8313,0.8686,0.8686,-0.0373,-0.0633,地理学的发展一般可以划分为三个阶段：  一是古代地理学，从[.]为止，以描述自然和人文现象为中心内容； 二是近代地理学，从世界上设置大学地理讲座或地理系开始（德国最早在1874年设置地理讲座），到第二次世界大战结束，地埋学进入近代科学阶段，此时地理学形成了人地关系学派、区域学派、景观学派等，学科内部则不断分化出众多的分支学科； .
Dec 26 2022 14:28:42,230,4,2,2,1.22,0.779,0.826,0.826,1,0,0.7786,0.8258,0.8258,-0.0472,-0.0757,在人地关系理论的研究方面，随着科学技术的发展，人类改变地理环境的规模和速度不断强化，人口增长、资源短缺、环境恶化、经济发展等都给当代社会带来一系列全球性和地区性的矛盾。  在这种背景下，如何协调人地关系成为人文地理学者研究的主题，客观上要求人文地理学成为[.]人类生存所需的周围环境的科学。
Dec 26 2022 14:29:54,296,3,9,7,0.81,0.826,0.867,0.867,4,1,0.1736,0.1331,0.1331,0.0405,0.0124,人文地理学的产生是一个漫长的过程，一般是指19世纪中叶以前。  这一阶段基本上是积累地理知识和资料的过程。 而这个过程主要依赖于地理视野的扩展，对[.]构成了古代人文地理学的主要内容。
Dec 26 2022 14:30:37,292,3,6,11,1.81,0.824,0.866,0.866,3,1,0.1758,0.1336,0.1336,0.0422,0.013,二次大战后，西方人文地理学发生了巨大的变化，它连续不断地朝多元化发展。  战后初期，美国地理学界区域学派的观点占上风。以谢佛（F.K.Schaefer）为代表的地理学者首先向区域研究的公式化、理论的贫乏发起挑战，提出必须加强地理学理论、方法论研究。 20世纪50年代中期，华盛顿大学的地理学者加里森（W .
12月 27 2022 09:14:20,349,1,3,2,0.63,0.937,0.968,0.968,5,1,0.0632,0.0323,0.0323,0.0309,0.003,[.]是空间刻画的核心工具。 为编制[.]而形成的概念影响着所有的空间刻画形式。
12月 27 2022 09:14:27,237,1,2,3,1.73,0.939,0.921,0.948,5,1,0.061,0.0792,0.0522,0.0088,0.001,与区域相近的词有“地区（area）”“地域（temritory），其实质是一致的。  只是“区域”是泛指，而“地区”则是特指，如华东地区。 “区域”范围有大有小，而“地域”一般范围较[.]，且更强调地方性和景观性。 至于“空间”，虽然基本含义也与区域相近，但其范围更抽象、更笼统。
12月 27 2022 09:14:50,297,1,2,2,0.82,0.942,0.921,0.955,5,1,0.0578,0.0791,0.0449,0.0129,0.0013,地理学的发展一般可以划分为三个阶段：  一是古代地理学，从[.]为止，以描述自然和人文现象为中心内容； 二是近代地理学，从世界上设置大学地理讲座或地理系开始（德国最早在1874年设置地理讲座），到第二次世界大战结束，地埋学进入近代科学阶段，此时地理学形成了人地关系学派、区域学派、景观学派等，学科内部则不断分化出众多的分支学科； .
12月 27 2022 09:30:58,386,1,2,4,1.88,0.943,0.968,0.968,2,0,0.943,0.9678,0.9678,-0.0247,-0.0473,一般来讲，区域空间结构由点、线、面三个基本要素组成。  “点”是经济社会活动在空间上的聚集地，多指不同规模和职能的居民点。 “线”即连接不同等级的“点”，并为其提供人员、能源、物资 .
12月 27 2022 09:35:18,387,1,2,3,1.44,0.942,0.966,0.966,4,1,0.0578,0.0343,0.0343,0.0235,0.0022,一般来讲，区域空间结构由点、线、面三个基本要素组成。  “点”是经济社会活动在空间上的聚集地，多指不同规模和职能的居民点。 “线”即[.]，这种线状设施及其与“点”之间的相互通联即构成网络。经济社会活动沿线状设施排列布局并在区域发展中发挥重要作用时便形成区域发展轴。 .
12月 27 2022 09:35:43,67,6,21,5,0.24,0.696,0.746,0.746,5,1,0.3038,0.2544,0.2544,0.0494,0.0276,人文地理学是[.]中的社会科学
12月 27 2022 09:35:57,133,6,2,1,0.51,0.693,0.738,0.941,2,0,0.6929,0.7382,0.9405,-0.2476,-0.4045,施吕特尔（O．Schluter，1872―1952）是景观学派的创始人。 他认为，地理学者应首先着眼于地球表面可以通过感官觉察到的事物，着眼于这种感觉一景观的整体。 景观是自然和人类社会共同创造的生活空间，他注重从[ .
12月 27 2022 09:36:29,247,5,2,1,0.5,0.734,0.78,0.952,1,0,0.7337,0.78,0.952,-0.2183,-0.368,近代人文地理学的研究是个不断探索的过程，不同国家的学者试图从不同角度探讨人类活动与地理环境之间的关系，探究人文地理学的特定研究视角和解释途径，相继形成了 以拉采尔为代表的[.]， 以白兰士、白吕纳为代表的人地相关学派， 以赫特纳、哈特向为代表的区域学派， 以施吕特尔、索尔为代表的景观学派， 极大地充实了人文地理学的研究内涵。
12月 27 2022 09:37:07,234,5,2,1,0.5,0.731,0.779,0.954,1,0,0.731,0.7792,0.9542,-0.2232,-0.3761,区域分析主要是对区域发展的自然条件和社会经济背景特征及其对区域发展的影响进行分析，以探讨区域内部各自然要素及人文要素间和区域间相互联系的规律、它涉及地理学、经济学、社会学、政治学及生物学等众多学科。  区域分析并不是一门独立学科，它作为一种科学方法论形成和发展起来，为有关学科研究区域问题和进行区域规划提供理论基础和研究方法，是区域研究的重要内容。 .
12月 27 2022 09:37:26,239,1,2,1,0.5,0.941,0.919,0.96,4,1,0.0594,0.0808,0.0404,0.019,0.0019,与区域相近的词有“地区（area）”“地域（temritory），其实质是一致的。  只是“区域”是泛指，而“地区”则是特指，如华东地区。 “区域”范围有大有小，而“地域”一般范围较大，且更强调地方性和景观性。 至于“空间”，虽然基本含义也与区域相近，但其范围更[.]。
12月 27 2022 09:37:46,219,5,17,12,0.7,0.74,0.779,0.956,4,1,0.2603,0.2212,0.0438,0.2165,0.0659,法国近代人文地理学的奠基人是[.] 他建立起来的法国学派主要特色是在人地关系理论与区域人文地理研究两个方面。 在人地关系中，白兰士竭力反对拉采尔的环境决定论思想，他认为，除了环境的直接影响外，还有其他因素在起作用，强调人类对外界环境的适应不是被动的，而是主动的，因而人与自然环境之间是相互作用的，所以他的理论被称为“人地相关论”。 .
Dec 28 2022 11:38:51,113,5,17,41,2.44,0.97,0.986,0.988,5,1,0.0303,0.0141,0.0121,0.0183,0.0008,地理学特别关注地球表层的[.]。
Dec 29 2022 09:47:35,164,6,21,57,2.74,0.94,0.981,0.984,5,1,0.0601,0.0187,0.0156,0.0445,0.0034,人文地理学是地理科学中的[.]
Dec 29 2022 09:59:55,96,7,2,4,1.91,0.724,0.973,0.979,1,0,0.7236,0.9733,0.9792,-0.2555,-0.4351,地理学的空间刻画有多种形式：  具象的：（1）地图。（2）文字。 计量的：（3）数学表达。（4）数字刻画。 抽象的[.]
Dec 29 2022 10:00:09,384,3,2,2,0.77,0.833,0.868,0.972,2,0,0.8327,0.868,0.9722,-0.1395,-0.2517,一般来讲，区域空间结构由点、线、面三个基本要素组成。  “点”是[.]，多指不同规模和职能的居民点。 “线”即连接不同等级的“点”，并为其提供人员、能源、物资和信息交流的各种交通、通信、能源供应和给排水等线状设施，这种线状设施及其与“点”之间的相互通联即构成网络。 经济社会活动沿线状设施排列布局并在区域发展中发挥重要作用时便形成区域发展轴。 .
Dec 29 2022 10:00:49,349,2,6,21,3.55,0.951,0.991,0.993,5,1,0.0489,0.0089,0.0075,0.0415,0.0023,[.]是空间刻画的核心工具。 为编制[.]而形成的概念影响着所有的空间刻画形式。
Dec 29 2022 10:00:58,319,3,2,1,0.5,0.831,0.863,0.972,1,0,0.831,0.8627,0.9724,-0.1414,-0.2551,白兰士的学生白吕纳在《[.]》一书中，把人生地理事实分为三纲六目。 即地面上建设事业的不能生产者―房屋与道路，动植物的利用事业―耕种与畜牧，经济上的破坏事业―动植物的滥杀滥伐和矿产的开掘进一步细化了人地之间的相互关系。
Dec 29 2022 10:01:34,320,3,9,9,0.96,0.829,0.862,0.973,4,1,0.1707,0.1384,0.0267,0.144,0.0284,地理学的空间刻画方式与一整套核心的[.]（包括区位、区域、地方、分布、空间相互作用、尺度、变化）紧密联系。  空间刻画及各种刻画之间的联系还提供了一种能在其中进行综合的框架。
Dec 29 2022 10:01:57,353,3,10,7,0.67,0.828,0.864,0.974,5,1,0.1723,0.1359,0.0263,0.146,0.029,按照行政区划标准，我国的城镇可以划分为直辖市、市和镇：其中，按行政管辖的不同，还可把进一步划分[.]；建制镇无可争议地是城镇的一种类型。
Dec 29 2022 10:06:49,396,3,2,4,1.77,0.826,0.864,0.974,1,0,0.826,0.864,0.9737,-0.1476,-0.2657,经济学中与区域分析关系最为密切的是区域经济学，它是从古典区位论中发展演化出来的，主要研究人类经济活动的地理分布和空间组织规律，包括生产、流通、分配、消费的地理分布规律，地区优势的发挥，产业结构的优化，劳动地域分工的组织等问题。  也有人认为，区域经济学是经济学与地理学交叉而形成的应用经济学，是从经济学角度研究[.]的科学。
Dec 29 2022 10:07:20,234,2,1,1,1,0.83,0.808,0.918,1,0,0.8303,0.8082,0.9181,-0.0878,-0.1535,区域分析主要是对区域发展的自然条件和社会经济背景特征及其对区域发展的影响进行分析，以探讨区域内部各自然要素及人文要素间和区域间相互联系的规律、它涉及地理学、经济学、社会学、政治学及生物学等众多学科。  区域分析并不是一门独立学科，它作为一种科学方法论形成和发展起来，为有关学科研究区域问题和进行区域规划提供理论基础和研究方法，是区域研究的重要内容。 .
Dec 29 2022 10:07:28,413,3,10,7,0.71,0.755,0.864,0.975,5,1,0.2446,0.1361,0.0254,0.2192,0.0592,春秋战国之际，[.]_形成了中国古代历史上一个筑城的高潮。
Dec 30 2022 15:29:13,217,4,1,1,1,0.688,0.644,0.866,2,0,0.6885,0.6444,0.8658,-0.1774,-0.2757,地理学具有深厚的[.]，不断提出需要研究的科学问题，遵循一套从观测、度量、实验、假设、证实（或证伪）到理论概括、逻辑推导和实践检验，并不断反馈、往复的科学方法。  地理学紧密联系社会科学，关注人类社会和人类活动，运用多样的社会科学理论和方法，力图揭示不断变化的经济，社会和政治关系，特别注重这些关系的空间组织和空间结构。 .
Dec 30 2022 15:29:25,304,1,3,5,1.79,0.91,0.935,0.986,5,1,0.0896,0.0645,0.0143,0.0753,0.0078,地理学用一套独特而系统的视角和科学框架研究作为人类家园的地球表层复杂系统，这种视角和框架的核心理念是“[.]”，它打破了自然科学和社会科学的界线，把不同学科聚集在一起。
Dec 30 2022 15:29:35,387,3,8,29,3.58,0.89,0.986,0.99,5,1,0.1105,0.0141,0.0099,0.1006,0.0121,一般来讲，区域空间结构由点、线、面三个基本要素组成。  “点”是经济社会活动在空间上的聚集地，多指不同规模和职能的居民点。 “线”即[.]，这种线状设施及其与“点”之间的相互通联即构成网络。经济社会活动沿线状设施排列布局并在区域发展中发挥重要作用时便形成区域发展轴。 .
Dec 30 2022 15:30:18,234,1,1,1,1,0.909,0.879,0.956,2,0,0.9091,0.879,0.9563,-0.0473,-0.0882,区域分析主要是对区域发展的自然条件和社会经济背景特征及其对区域发展的影响进行分析，以探讨区域内部各自然要素及人文要素间和区域间相互联系的规律、它涉及地理学、经济学、社会学、政治学及生物学等众多学科。  区域分析并不是一门独立学科，它作为一种科学方法论形成和发展起来，为有关学科研究区域问题和进行区域规划提供理论基础和研究方法，是区域研究的重要内容。 .
Dec 30 2022 15:30:25,412,4,14,10,0.75,0.68,0.81,0.966,5,1,0.3202,0.1897,0.0337,0.2864,0.1014,到新石器时代的后期，[.]成为主要的生产方式，逐渐产生了固定的居民点。  人们的生活与农业均离不开水，所以原始的居民点大都靠近河流、湖泊.而且大多位于向阳的河岸台地上，为了防御野兽的侵袭和其他部落的袭击，往往在原始居民点外围挖筑壕沟，或用石、土、木等材料筑成墙及栅栏。 这些沟，墙是一种防御性构筑物，也是城池的雏形。
Dec 30 2022 15:31:31,153,4,14,8,0.61,0.679,0.804,0.965,5,1,0.3207,0.196,0.0347,0.286,0.1016,在全球化背景下，跨越空间所需要的时间缩小了，这使地方之间的联系更为紧密，但[.]依然存在。
Dec 30 2022 15:31:55,289,7,22,24,1.09,0.508,0.67,0.944,3,1,0.492,0.3297,0.0555,0.4365,0.239,赫特纳是区域学派的代表人物。 他主张地理学应着重于[.]的研究，区域地理学是地理学的核心，地理学研究的区域应是人类与环境相互作用的结果，所有自然界中与人类活动相互影响的一切要素，与自然环境相互联系的人文现象都是区域的特征。 他的地理学方法论著作《地理学：它的历史、性质和方法》在国际地理学界产生了广泛的影响。
Dec 30 2022 15:33:11,332,4,14,11,0.8,0.679,0.792,0.963,5,1,0.3214,0.2078,0.0365,0.2849,0.102,地理学不仅研究环境动态与自然系统、人类活动与自然环境、人类社会动态与经济社会和政治系统的关系，而且通过[.]的动态把这些关系联系起来。
Dec 30 2022 15:34:37,511,3,1,3,3.05,0.747,0.823,0.968,1,0,0.7475,0.8228,0.9682,-0.2207,-0.3787,区域的结构性是指[.]间存在着包括空间位置、功能联系、作用地位等方面的关系。. 如区域城乡结构、城镇体系结构、经济地域结构等。
Dec 30 2022 15:40:54,444,4,1,2,2.33,0.678,0.793,0.965,1,0,0.6779,0.7932,0.9649,-0.2871,-0.4716,区域研究对于区域经济运行系统的优化、区域社会的和谐稳定及[.]的提升都具有重要的意义。  区域研究是以综合、全面地把握或理解某一特定地理区域的人群所创造的政治、经济、社会、文化系统为目的的。
Dec 30 2022 15:41:11,133,3,5,11,2.18,0.748,0.71,0.908,3,1,0.2519,0.2902,0.0918,0.1601,0.055,施吕特尔（O．Schluter，1872―1952）是景观学派的创始人。 他认为，地理学者应首先着眼于地球表面可以通过感官觉察到的事物，着眼于这种感觉一景观的整体。 景观是自然和人类社会共同创造的生活空间，他注重从[ .
Dec 30 2022 15:42:05,395,4,14,9,0.64,0.677,0.787,0.965,4,1,0.3229,0.2132,0.0347,0.2881,0.103,经济学中与区域分析关系最为密切的是区域经济学，它是从古典区位论中发展演化出来的，主要研究[.]，包括生产、流通、分配、消费的地理分布规律，地区优势的发挥，产业结构的优化，劳动地域分工的组织等问题。  也有人认为，区域经济学是经济学与地理学交叉而形成的应用经济学，是从经济学角度研究区域经济发展与区域关系协调的科学。
Dec 30 2022 15:42:54,445,4,1,4,3.98,0.677,0.79,0.966,1,0,0.6769,0.7898,0.9657,-0.2888,-0.4744,区域研究对于区域经济运行系统的优化、区域社会的和谐稳定及区域生态环境质量的提升都具有重要的意义。  区域研究是以[.]为目的的。
Dec 30 2022 15:43:09,555,1,3,11,3.79,0.907,0.927,0.986,5,1,0.093,0.0734,0.0144,0.0786,0.0084,原来的居民点也发生了分化，其中以[.]为主的就是农村，一些具有商业及手工业职能的就是城市。  所以，也可以说城市是生产发展和人类的第二次劳动大分工的产物。
Dec 30 2022 15:44:03,364,4,14,16,1.18,0.676,0.787,0.966,5,1,0.3236,0.2129,0.0335,0.29,0.1036,由于原始部落中生产水平的提高，生活需求的多样化，劳动分工的加强，逐渐出现一些专门的手工业者。  商业与手工业从农业中分离出来，这就是人类的[.]劳动大分工。
Dec 30 2022 15:44:21,477,4,1,3,3.16,0.676,0.792,0.967,2,0,0.6759,0.7919,0.9671,-0.2912,-0.4784,中国是[.]，地主可通过其代理人向农民征收实物或货币地租，地主阶级尤其是大中地主可以离开农村集中居住在城市，而封建统治的官僚阶级本身即是地主阶级或他们的代表人物。  欧洲是封建领主制，封建主大多数住在自己的城堡或领地的庄园中，中国的城市是政治，经济生活的中心，而欧洲往往政治中心在城堡，经济中心在城市。
Dec 30 2022 15:45:01,446,4,14,19,1.33,0.676,0.792,0.968,4,1,0.3243,0.2082,0.0318,0.2925,0.1042,城市集中发展虽然带来了较高的经济效益，提升了人们的物质，文化生活质量，同时也使城市居民变得远离自然，城市成为人类改造自然最彻底的地方，带来大量的生态环境问题，如大气及水质的恶化，热岛效应，人口的拥挤。  所以在城市集中发展的同时，也出现了城市[.]的理论和实践，如在郊区建造卫星城。
Dec 30 2022 15:46:12,516,3,8,7,0.9,0.745,0.816,0.971,3,1,0.2549,0.1837,0.0286,0.2263,0.0642,区域内部各组成部分之间存在着特性上的相似性和相关性。 依据这种特性可以将区域划分为两种类型：[.]。
Dec 30 2022 16:18:03,510,3,1,1,1.01,0.745,0.814,0.971,1,0,0.7448,0.8144,0.9711,-0.2263,-0.3883,区域的结构性是指构成区域的各要素间存在着包括[.]等方面的关系，如区域城乡结构、城镇体系结构、经济地域结构等。
Dec 30 2022 16:18:18,365,4,14,8,0.56,0.675,0.776,0.967,5,1,0.3251,0.2237,0.0328,0.2922,0.1046,由于原始部落中生产水平的提高，生活需求的多样化，劳动分工的加强，逐渐出现一些专门的手工业者。  [.]从农业中分离出来，这就是人类的第二次劳动大分工。
